Date,Action,Ticker,Shares,Price,Value,Slippage,Trigger,Module,Regime,PDS_Status,Beta
2025-05-21,SELL,ARM,91221.6405,130.45,11899862.73,11899.86,KILL_CHAIN beta=2.36,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.36
2025-05-21,SELL,AMD,140385.46,112.06,15731594.31,15731.59,KILL_CHAIN beta=2.14,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.14
2025-05-21,SELL,NVDA,195042.918,131.77,25700600.79,25700.6,KILL_CHAIN beta=2.03,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.03
2025-05-21,SELL,AVGO,94783.3468,227.88,21599566.51,21599.57,KILL_CHAIN beta=2.02,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.02
2025-05-21,SELL,ANET,160881.9381,92.43,14870317.59,14870.32,KILL_CHAIN beta=1.82,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.82
2025-05-21,SELL,ETN,36384.9756,319.51,11625466.05,11625.47,KILL_CHAIN beta=1.41,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.41
2025-05-21,SELL,BTC,1526.653996,109678.08,167440476.23,167440.48,EDR/PDS crypto kill-chain target=2.0% delev=0.14 micro=0.03 pds=DELEVERAGE_1,CRYPTO_KILL_CHAIN,RISK_ON,DELEVERAGE_1,
2025-05-27,BUY,TSLA,13299.8325,362.89,4826376.39,4826.38,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-05-27,BUY,NVDA,62099.562,135.47,8412507.4,8412.51,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-05-27,BUY,AMD,45665.5932,114.56,5231450.24,5231.45,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-05-27,BUY,PLTR,42198.5297,123.39,5206876.55,5206.88,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-05-27,BUY,MU,58694.5398,96.15,5643471.13,5643.47,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-05-27,BUY,ANET,62348.9208,92.49,5766651.55,5766.65,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-05-27,BUY,AVGO,28753.291,233.76,6721253.75,6721.25,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-05-27,BUY,BTC,1450.297401,108994.64,158074644.02,158074.64,Monthly rebal crypto=20.0%,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-28,CDF_RESET,PLTR,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-05-29,CDF_RESET,MRVL,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-05-29,BUY,TSLA,13711.1169,358.43,4914475.54,4914.48,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-29,BUY,ALAB,60688.2382,96.61,5863090.73,5863.09,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-29,BUY,ANET,62585.3282,86.37,5405494.97,5405.49,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-29,BUY,MRVL,120874.3171,63.56,7682550.9,7682.55,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-29,BUY,ARM,55149.0852,128.1,7064598.16,7064.6,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-29,BUY,ETN,20492.2185,321.97,6597902.77,6597.9,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-29,BUY,VRT,54331.4765,108.34,5886059.32,5886.06,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-30,SELL,MRVL,124700.4419,60.03,7485482.91,7485.48,KILL_CHAIN beta=2.62,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.62
2025-05-30,SELL,TSLA,31048.7847,346.46,10757161.67,10757.16,KILL_CHAIN beta=2.61,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.61
2025-05-30,SELL,ALAB,59133.9449,90.72,5364631.55,5364.63,KILL_CHAIN beta=2.52,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.52
2025-05-30,SELL,PLTR,61107.6868,131.78,8052770.89,8052.77,KILL_CHAIN beta=2.47,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.47
2025-05-30,SELL,VRT,62694.2578,107.8,6758236.95,6758.24,KILL_CHAIN beta=2.44,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.44
2025-05-30,SELL,ARM,49706.2209,124.54,6190412.8,6190.41,KILL_CHAIN beta=2.33,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.33
2025-05-30,SELL,MU,57007.3413,94.23,5372054.66,5372.05,KILL_CHAIN beta=2.32,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.32
2025-05-30,SELL,AMD,44794.3774,110.73,4960081.56,4960.08,KILL_CHAIN beta=2.14,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.14
2025-05-30,SELL,AVGO,37043.0168,240.12,8894931.23,8894.93,KILL_CHAIN beta=1.93,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.93
2025-05-30,SELL,NVDA,72146.1919,135.1,9746818.86,9746.82,KILL_CHAIN beta=1.89,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.89
2025-05-30,SELL,ANET,109340.7668,86.64,9473283.97,9473.28,KILL_CHAIN beta=1.79,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.79
2025-05-30,SELL,ETN,20569.7886,317.4,6528880.89,6528.88,KILL_CHAIN beta=1.36,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.36
2025-05-30,SELL,BTC,1442.995373,103998.57,150069455.74,150069.46,EDR/PDS crypto kill-chain target=2.0% delev=0.21 micro=0.03 pds=DELEVERAGE_1,CRYPTO_KILL_CHAIN,RISK_ON,DELEVERAGE_1,
2025-06-02,CDF_RESET,MU,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,DELEVERAGE_1,
2025-06-03,BUY,TSLA,22804.4699,344.27,7850894.59,7850.89,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-03,BUY,NVDA,55628.6641,141.19,7854028.73,7854.03,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-03,BUY,AMD,37501.5223,117.31,4399303.49,4399.3,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-03,BUY,PLTR,42031.6085,133.17,5597349.23,5597.35,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-03,BUY,AVGO,22347.1983,254.79,5693744.65,5693.74,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-03,BUY,MRVL,79949.0615,62.19,4972181.16,4972.18,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-03,BUY,BTC,1490.595528,105432.47,157157166.41,157157.17,Monthly rebal crypto=20.0%,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-05,CDF_RESET,MU,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,DELEVERAGE_1,
2025-06-05,SELL,MRVL,111781.051,64.98,7264015.77,7264.02,KILL_CHAIN beta=2.40,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.4
2025-06-05,SELL,AMD,47377.5606,115.69,5481110.1,5481.11,KILL_CHAIN beta=2.18,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.18
2025-06-05,SELL,NVDA,66567.7372,139.96,9316622.87,9316.62,KILL_CHAIN beta=1.88,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.88
2025-06-05,SELL,AVGO,31734.1879,257.84,8182369.04,8182.37,KILL_CHAIN beta=1.83,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.83
2025-06-05,SELL,BTC,1486.960569,101575.95,151039437.11,151039.44,EDR/PDS crypto kill-chain target=2.0% delev=0.52 micro=0.03 pds=DELEVERAGE_1,CRYPTO_KILL_CHAIN,RISK_ON,DELEVERAGE_1,
2025-06-06,CDF_RESET,VRT,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,DELEVERAGE_1,
2025-06-09,CDF_RESET,AVGO,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-09,CDF_RESET,MRVL,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-09,BUY,NVDA,61674.8175,142.6,8794607.26,8794.61,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-09,BUY,AMD,37001.602,121.73,4504205.14,4504.21,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-09,BUY,AVGO,39104.2205,242.32,9475602.54,9475.6,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-09,BUY,BTC,1407.774339,110294.1,155269205.88,155269.21,Monthly rebal crypto=20.0%,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-10,CDF_RESET,AMD,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-11,CDF_RESET,PLTR,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-11,CDF_RESET,AVGO,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-11,BUY,TSLA,20851.5194,326.43,6806561.33,6806.56,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-11,BUY,NVDA,42968.0214,142.81,6136102.4,6136.1,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-11,BUY,ALAB,65755.44,94.54,6216519.36,6216.52,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-11,BUY,ANET,78036.5875,94.21,7351826.84,7351.83,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-11,BUY,MRVL,123156.7916,68.06,8381560.46,8381.56,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-11,BUY,ARM,33368.8572,140.38,4684320.34,4684.32,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-11,BUY,ETN,20643.2111,322.86,6664934.25,6664.93,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-11,BUY,VRT,59128.8912,110.45,6530990.21,6530.99,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-12,CDF_RESET,NVDA,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-12,CDF_RESET,VRT,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-13,SELL,TSLA,37268.9914,325.31,12123975.51,12123.98,KILL_CHAIN beta=2.59,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.59
2025-06-13,SELL,MRVL,132457.9359,67.01,8875852.96,8875.85,KILL_CHAIN beta=2.43,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.43
2025-06-13,SELL,ALAB,62792.1598,89.73,5634340.71,5634.34,KILL_CHAIN beta=2.40,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.4
2025-06-13,SELL,PLTR,48952.5467,137.4,6726079.62,6726.08,KILL_CHAIN beta=2.36,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.36
2025-06-13,SELL,VRT,63079.6357,110.83,6991304.8,6991.3,KILL_CHAIN beta=2.36,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.36
2025-06-13,SELL,MU,46749.3904,115.32,5391324.44,5391.32,KILL_CHAIN beta=2.30,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.3
2025-06-13,SELL,ARM,44602.385,135.55,6045853.43,6045.85,KILL_CHAIN beta=2.30,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.3
2025-06-13,SELL,AVGO,32771.726,246.7,8084821.21,8084.82,KILL_CHAIN beta=1.87,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.87
2025-06-13,SELL,NVDA,107074.2969,141.95,15198812.17,15198.81,KILL_CHAIN beta=1.83,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.83
2025-06-13,SELL,ANET,94506.9612,92.35,8727717.73,8727.72,KILL_CHAIN beta=1.81,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.81
2025-06-13,SELL,ETN,21033.527,320.83,6748211.23,6748.21,KILL_CHAIN beta=1.33,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.33
2025-06-13,SELL,BTC,1414.04548,106090.97,150017454.8,150017.45,EDR/PDS crypto kill-chain target=2.0% delev=0.16 micro=0.03 pds=DELEVERAGE_1,CRYPTO_KILL_CHAIN,RISK_ON,DELEVERAGE_1,
2025-06-16,CDF_RESET,NVDA,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-16,CDF_RESET,AMD,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-16,CDF_RESET,ARM,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-16,CDF_RESET,VRT,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-16,BUY,TSLA,21846.0751,329.13,7190198.8,7190.2,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-16,BUY,NVDA,60818.9503,144.67,8798431.5,8798.43,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-16,BUY,PLTR,35894.2374,141.41,5075804.25,5075.8,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-16,BUY,MU,40913.9576,119.55,4891420.46,4891.42,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-16,BUY,ANET,53253.505,95.09,5063875.6,5063.88,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-16,BUY,AVGO,28504.4869,250.07,7128224.25,7128.22,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-16,BUY,MRVL,65656.1855,70.23,4611043.14,4611.04,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-16,BUY,BTC,1473.825659,106796.76,157399801.92,157399.8,Monthly rebal crypto=20.0%,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-17,SELL,TSLA,18790.8294,316.35,5944478.99,5944.48,KILL_CHAIN beta=2.57,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.57
2025-06-17,SELL,MRVL,79454.7198,69.8,5546042.13,5546.04,KILL_CHAIN beta=2.45,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.45
2025-06-17,SELL,PLTR,36480.3814,138.2,5041588.6,5041.59,KILL_CHAIN beta=2.35,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.35
2025-06-17,SELL,AMD,54404.0485,127.1,6914754.48,6914.75,KILL_CHAIN beta=2.26,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.26
2025-06-17,SELL,MU,48799.5369,120.05,5858513.0,5858.51,KILL_CHAIN beta=2.24,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.24
2025-06-17,SELL,AVGO,28525.7331,247.37,7056288.14,7056.29,KILL_CHAIN beta=1.87,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.87
2025-06-17,SELL,NVDA,64379.5403,144.1,9276836.74,9276.84,KILL_CHAIN beta=1.83,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.83
2025-06-17,SELL,BTC,1471.091122,104601.12,153877774.84,153877.77,EDR/PDS crypto kill-chain target=2.0% delev=0.51 micro=0.03 pds=DELEVERAGE_1,CRYPTO_KILL_CHAIN,RISK_ON,DELEVERAGE_1,
2025-06-18,CDF_RESET,NVDA,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-18,CDF_RESET,VRT,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-18,BUY,TSLA,21000.2345,322.05,6763125.28,6763.13,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-18,BUY,NVDA,61252.4156,145.46,8909519.77,8909.52,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-18,BUY,AMD,44819.498,126.79,5682664.19,5682.66,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-18,BUY,PLTR,37927.5175,139.96,5308335.6,5308.34,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-18,BUY,MU,43768.1866,121.53,5319108.59,5319.11,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-18,BUY,AVGO,28484.4135,249.24,7099469.71,7099.47,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-18,BUY,BTC,1494.961969,104883.33,156796586.77,156796.59,Monthly rebal crypto=20.0%,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-20,SELL,TSLA,22967.2154,322.16,7399118.19,7399.12,KILL_CHAIN beta=2.49,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.49
2025-06-20,SELL,PLTR,36991.2911,137.3,5078904.38,5078.9,KILL_CHAIN beta=2.34,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.34
2025-06-20,SELL,MU,49448.2417,123.3,6097208.29,6097.21,KILL_CHAIN beta=2.24,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.24
2025-06-20,SELL,AMD,46795.2269,128.24,6001020.15,6001.02,KILL_CHAIN beta=2.23,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.23
2025-06-20,SELL,AVGO,29281.2619,248.56,7278279.52,7278.28,KILL_CHAIN beta=1.87,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.87
2025-06-20,SELL,NVDA,61090.2621,143.83,8786373.87,8786.37,KILL_CHAIN beta=1.83,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.83
2025-06-20,SELL,BTC,1493.112058,103309.6,154252811.84,154252.81,EDR/PDS crypto kill-chain target=2.0% delev=0.17 micro=0.03 pds=DELEVERAGE_1,CRYPTO_KILL_CHAIN,RISK_ON,DELEVERAGE_1,
2025-06-24,CDF_RESET,PLTR,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-24,BUY,TSLA,17261.3452,340.47,5876970.24,5876.97,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-24,BUY,NVDA,58198.2857,147.88,8606094.59,8606.09,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-24,BUY,PLTR,33761.9436,143.23,4835723.04,4835.72,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-24,BUY,ALAB,55630.6137,87.26,4854327.47,4854.33,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-24,BUY,MU,39502.393,127.6,5040685.81,5040.69,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-24,BUY,AVGO,22618.6031,262.27,5932086.9,5932.09,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-06-24,BUY,BTC,1488.205378,106045.63,157817681.07,157817.68,Monthly rebal crypto=20.0%,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-25,CDF_RESET,NVDA,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-26,CDF_RESET,PLTR,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-26,BUY,TSLA,21832.7025,325.78,7112657.78,7112.66,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-26,BUY,AMD,49148.4873,143.68,7061654.3,7061.65,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-26,BUY,MU,36468.689,125.7,4584082.1,4584.08,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-26,BUY,MRVL,81227.1662,79.75,6478222.22,6478.22,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-26,BUY,ETN,17450.8361,345.1,6022235.19,6022.24,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-26,BUY,VRT,42788.7982,123.69,5292525.66,5292.53,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-27,CDF_RESET,TSLA,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-30,CDF_RESET,AVGO,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-06-30,BUY,TSLA,34208.2295,317.66,10866586.31,10866.59,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-30,BUY,NVDA,99421.7165,157.96,15705028.19,15705.03,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-30,BUY,AMD,55568.5113,141.9,7885171.42,7885.17,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-30,BUY,PLTR,95782.1378,136.32,13057021.72,13057.02,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-30,BUY,ALAB,85137.3489,90.42,7698118.93,7698.12,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-30,BUY,MU,66790.6774,122.96,8212293.21,8212.29,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-30,BUY,ANET,91990.8221,102.31,9411580.79,9411.58,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-30,BUY,AVGO,48648.7318,274.08,13333548.73,13333.55,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-30,BUY,MRVL,111019.4456,77.19,8569736.96,8569.74,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-30,BUY,ARM,57959.1707,161.74,9374316.59,9374.32,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-30,BUY,ETN,13649.836,353.87,4830265.72,4830.27,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-06-30,BUY,VRT,35303.8555,128.3,4529322.08,4529.32,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-07-01,CDF_RESET,ETN,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,DELEVERAGE_1,
2025-07-01,SELL,TSLA,65776.0464,300.71,19779514.35,19779.51,KILL_CHAIN beta=2.63,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.63
2025-07-01,SELL,ALAB,137320.6724,88.66,12174851.32,12174.85,KILL_CHAIN beta=2.57,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.57
2025-07-01,SELL,MRVL,220425.38,76.03,16759920.13,16759.92,KILL_CHAIN beta=2.52,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.52
2025-07-01,SELL,PLTR,119746.9275,130.68,15648527.61,15648.53,KILL_CHAIN beta=2.51,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.51
2025-07-01,SELL,ARM,75111.027,156.33,11742106.99,11742.11,KILL_CHAIN beta=2.31,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.31
2025-07-01,SELL,AMD,115146.1051,136.11,15672536.43,15672.54,KILL_CHAIN beta=2.30,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.3
2025-07-01,SELL,VRT,92808.3602,122.43,11362586.34,11362.59,KILL_CHAIN beta=2.15,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.15
2025-07-01,SELL,MU,137516.4262,120.6,16584663.35,16584.66,KILL_CHAIN beta=2.10,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.1
2025-07-01,SELL,ANET,161676.5785,98.91,15991430.98,15991.43,KILL_CHAIN beta=1.86,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.86
2025-07-01,SELL,NVDA,174078.299,153.27,26681770.52,26681.77,KILL_CHAIN beta=1.83,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.83
2025-07-01,SELL,AVGO,78021.4215,263.23,20537598.69,20537.6,KILL_CHAIN beta=1.79,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.79
2025-07-01,SELL,ETN,35825.0599,351.94,12608162.34,12608.16,KILL_CHAIN beta=1.29,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.29
2025-07-01,SELL,BTC,1491.37203,105698.28,157635460.29,157635.46,EDR/PDS crypto kill-chain target=2.0% delev=0.20 micro=0.03 pds=DELEVERAGE_1,CRYPTO_KILL_CHAIN,RISK_ON,DELEVERAGE_1,
2025-07-02,CDF_RESET,NVDA,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-07-02,BUY,TSLA,18092.8768,315.65,5711016.44,5711.02,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-07-02,BUY,NVDA,52190.9315,157.22,8205659.8,8205.66,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-07-02,BUY,AMD,37274.2902,138.52,5163234.84,5163.23,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-07-02,BUY,PLTR,40331.4989,132.12,5328597.44,5328.6,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-07-02,BUY,MU,44687.1253,121.45,5427219.86,5427.22,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-07-02,BUY,ANET,49896.7849,101.13,5046061.72,5046.06,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-07-02,BUY,AVGO,24914.8757,268.36,6686176.96,6686.18,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-07-02,BUY,MRVL,84356.2634,74.05,6246564.83,6246.56,PDS→WARNING,ARES,RISK_ON,WARNING,
2025-07-02,BUY,BTC,1437.690173,108859.32,156505975.05,156505.98,Monthly rebal crypto=20.0%,MASTER_ENGINE,RISK_ON,WARNING,
2025-07-03,CDF_RESET,MRVL,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-07-07,SELL,TSLA,15554.7211,293.94,4572154.77,4572.15,KILL_CHAIN beta=2.81,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.81
2025-07-07,SELL,MRVL,62834.8364,71.36,4483711.32,4483.71,KILL_CHAIN beta=2.66,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.66
2025-07-07,SELL,PLTR,51707.6888,139.12,7193573.42,7193.57,KILL_CHAIN beta=2.63,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.63
2025-07-07,SELL,AMD,35401.2987,134.8,4772095.18,4772.1,KILL_CHAIN beta=2.40,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.4
2025-07-07,SELL,MU,43102.0594,119.75,5161309.82,5161.31,KILL_CHAIN beta=2.04,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.04
2025-07-07,SELL,NVDA,60365.7001,158.21,9550681.65,9550.68,KILL_CHAIN beta=1.94,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.94
2025-07-07,SELL,AVGO,29070.1974,272.62,7925014.16,7925.01,KILL_CHAIN beta=1.94,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,1.94
